IdSon,Description,sonid,AustenderCategory,Status,internalcomment,ContractProcessingCategory,ContractProcessingSubCategory,IdCat,Title
3786,Provision of Outreach Program VVCS OPC 02/09,SON203446,Community outreach programs,Inactive,,Non-ICT,Non-ICT,53,
3787,Provision of VVCS Outreach Program OPC 03/08,SON203403,Psychologists services,Inactive,,Non-ICT,Non-ICT,53,
3788,"Supply of horticultural products to the Office of Australian War Graves, Sydney NSW",SON178184,Fertilisers and plant nutrients and herbicides,Inactive,,Non-ICT,Non-ICT,53,
3789,Provision of training services in change and strategic management and facilitation support for meetings and planning workshops,SON165653,Education and Training Services,Inactive,,Non-ICT,Non-ICT,53,
3790,BOOK CAR WITH DRIVER Services Victoria,SON155513,Passenger road transportation,Inactive,,Non-ICT,Non-ICT,53,
3791,Delivery of Veterans' Home Care services to Entitled  Persons,SON1066021,Domestic and personal assistance,Inactive,,Non-ICT,Non-ICT,53,
3792,Provision of Veterans' Home Care assessment & coordination services.,SON1032871,Domestic and personal assistance,Inactive,,Non-ICT,Non-ICT,53,
3793,Provision of psychiatry services to entitled persons,SON1009011,Psychologists services,Inactive,,Non-ICT,Non-ICT,53,
3794,Education Panel,SON827321,Education and Training Services,Inactive,,Non-ICT,Non-ICT,53,
3795,PROVISION OF DAY PROCEDURE CENTRE SERVICES FOR ENTITLED PERSONS IN THE VETERAN COMMUNITY,SON803541,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3796,Military Research Services,SON803411,Military science and research,Inactive,,Non-ICT,Non-ICT,53,
3797,PROVISION OF PRIVATE HOSPITAL SERVICES FOR ENTITLED PERSONS IN THE VETERAN COMMUNITY,SON791681,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3798,Hospital Services Agreement,SON783831,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3799,VAPAC - Pharmacy advisors,SON751901,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3800,Provision of Continuous Positive Airway Pressure (CPAPs) including Bilevel Therapy equipment and consumables to entitled persons throughout Australia.  This includes those entitled persons who reside in rural and remote areas.,SON744161,Respiratory and anaesthesia and resuscitation products,Inactive,,Non-ICT,Non-ICT,53,
3801,Provision of Construction Services of Official Memorials in Western Australia,SON574581,General building construction,Inactive,,Non-ICT,Non-ICT,53,
3802,Health advisory service to DVA,SON530051,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3803,The in-situ refurbishment of Bronze Plaques in Melbourne,SON482461,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,53,
3804,The in-situ refurbishment of Bronze Plaques in Sydney,SON482452,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,53,
3805,Arranged passenger transport services,SON888681,Taxicab services,Inactive,,Non-ICT,Non-ICT,53,
3806,Actuarial & General Insurance Management Consulting Services,SON477317,Management advisory services,Inactive,,Non-ICT,Non-ICT,53,
3807,Manufacture and supply of bronze and other plaques required by the Office of Australian War Graves for official commemorations,SON469131,General building construction,Inactive,,Non-ICT,Non-ICT,53,
3808,Senior Executive Training,SON460670,Education and Training Services,Inactive,,Non-ICT,Non-ICT,53,
3809,provision of counsellng and/or case management services to Veterans OPC 03/11,SON456341,Psychologists services,Inactive,,Non-ICT,Non-ICT,53,
3810,For the delivery of Veteran' Home Care services to Entitled Persons,SON440026,Domestic and personal assistance,Inactive,,Non-ICT,Non-ICT,53,
3811,Optical Dispensers,SON428289,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3812,counsellng and/or case management services OPC 02/11,SON427884,Community and social services,Inactive,,Non-ICT,Non-ICT,53,
3813,Provision of online and hard copy legal information services,SON425654,Information services,Inactive,,Non-ICT,Non-ICT,53,
3814,Provision of Monumental masonry services in South Australia,SON411127,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,53,
3815,"For the provision of expert consultancy services and advice related to veterans' health and community.  In the fields of data analysis, health economics, policy development, project management or benchmarking.",SON410762,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3816,provision of counsellng and/or case management OPC 03/08,SON407646,Psychologists services,Inactive,,Non-ICT,Non-ICT,53,
3817,Provision of Monumental Masonry Services in Queensland Northern New South Wales and Tasmania.,SON404566,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,53,
3818,for the facilitation of VVCS group programs GPF 01/11,SON392440,Rehabilitation services,Inactive,,Non-ICT,Non-ICT,53,
3819,provision of counsellng and/or case management OPC 01/11,SON392435,Psychologists services,Inactive,,Non-ICT,Non-ICT,53,
3820,Provision of counsellng and/or case management,SON392283,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3821,Special Veteran (Supplementary Services) Services Agreement Between Austin Health and DVA,SON388883,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3822,Deed of Variation of Hospital Services Arrangement 2004-2012 between ACT Health and DVA,SON388834,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3823,Hospital Services,SON388823,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3824,Provision of Monumental masonry services in Victoria,SON381405,Cemetery upkeep services,Inactive,,Non-ICT,Non-ICT,53,
3825,Supply of Medical Grade Footwear Products and Services,SON380377,Footwear,Inactive,Date updated from 31/10/2013 to 31/10/2015 (SK 12/03/2014),Non-ICT,Non-ICT,53,
3826,Provision of Mobility and Functional Support (MFS) services to entitled persons under the Department's Rehabilitation Appliances Program,SON378616,Rehabilitation services,Inactive,Date updated from 30/04/2014 to 30/04/2016 (SK 12/03/2014),Non-ICT,Non-ICT,53,
3827,provision of counsellng and/or case management OPC 06/08,SON378163,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3828,National Health Promotion Adviser,SON367052,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3829,Provision of Home Medical Oxygen Therapy products to entitled persons under the Department's rehabilitation Appliances Program,SON366125,Respiratory and anaesthesia and resuscitation products,Inactive,Date updated from 31/01/2014 to 31/01/2016 (SK 12/03/2014),Non-ICT,Non-ICT,53,
3830,Standing Offer to undertake research projects and services for the Repatriation Commission and DVA,SON364416,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3831,Provision of Turf Maintenance services to various war cemeteries in North Eastern Victoria,SON1138052,Horticulture,Inactive,,Non-ICT,Non-ICT,53,
3832,"Repairs to boats, quads and light plant in Kakadu National Park",SON174751,Vehicle maintenance and repair services,Inactive,,Non-ICT,Non-ICT,53,
3833,Unscheduled services and minor capital works for Booderee National Park.,SON1018281,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,53,
3834,"Cleaning, Sanitary Services and Provision of Consumables in the Australian National Botanic Gardens",SON425848,Cleaning and janitorial services,Inactive,,Non-ICT,Non-ICT,53,
3835,Provide scheduled and un-scheduled cleaning services for Park buildings and facilities under a deed of standing offer for up to five years.,SON418491,Cleaning and janitorial services,Inactive,,Non-ICT,Non-ICT,53,
3836,Provision of Uniforms for the Family Court of Australia Staff,SON67403,Uniforms,Inactive,,Non-ICT,Non-ICT,53,
3837,Deed of Standing Offer   For The Provision Of Stationery and Office Products,SON64786,Stationery,Inactive,,Non-ICT,Non-ICT,53,
3838,Provision of salary packaging services.,SON342665,Public enterprises management or financial services,Inactive,,Non-ICT,Non-ICT,53,
3839,Provision of uninterruptible power supply (UPS) equipment,SON331750,Power sources,Inactive,,Non-ICT,Non-ICT,53,
3840,Provision of Interpreting and translation services,SON269723,Interpreters,Inactive,Date updated from 31/03/2014 to 31/03/2015 (SK 12/03/2014),Non-ICT,Non-ICT,53,
3841,Provision of Contract Management Training,SON256675,Education and Training Services,Inactive,,Non-ICT,Non-ICT,53,
3842,Transcription and Recording Services,SON166034,Photographic and recording media,Inactive,,Non-ICT,Non-ICT,53,
3843,Supply and Maintenance of X-Ray Scanning and Walk-Through Metal Detectors,SON483910,Security and control equipment,Inactive,,Non-ICT,Non-ICT,53,
3844,Architectural Services Panel,SON464222,Architectural services,Inactive,,Non-ICT,Non-ICT,53,
3845,Provision of printed file covers and labels.,SON451075,Printing,Inactive,,Non-ICT,Non-ICT,53,
3846,Provision of Primary Dispute Resolution Services - Stream 2,SON480727,Psychologists services,Inactive,,Non-ICT,Non-ICT,53,
3847,Provision of Primary Dispute Resolution Services (Stream 1),SON1134592,Psychologists services,Inactive,,Non-ICT,Non-ICT,53,
3848,"Acquisition, Processing and Supply of Air borne Geophysical data",SON26936,Data services,Inactive,ATM ID: EOI2008/1438,Non-ICT,Non-ICT,53,
3849,MUL for Acquisition and Supply of Gravity Data,SON26933,Data services,Inactive,,Non-ICT,Non-ICT,53,
3850,Panel Arrangement - Topographic Map and Digital Data Production Services.,SON25452,Mapping,Inactive,,Non-ICT,Non-ICT,53,
3851,The Provision of Marine Vessels for Industry Standard Seismic Data collection Services.,SON65091,Seismic vessel,Inactive,,Non-ICT,Non-ICT,53,
3852,Provision of Seismic Workstation Formatted Processing and Support Services,SON259267,Data processing or preparation services,Inactive,,Non-ICT,Non-ICT,53,
3853,Acquisition and Supply of airborne electromagnetic data,SON193399,Data services,Inactive,,Non-ICT,Non-ICT,53,
3854,Provision of Data Aggregation and Technical Support Services,SON189174,Mapping,Inactive,,Non-ICT,Non-ICT,53,
3855,Standing Offer for Seismic Reflection Processing Quality Control Panel Services.,SON182451,Quality control,Inactive,,Non-ICT,Non-ICT,53,
3856,Standing Offer for Seismic Reflection Processing Services,SON152668,Seismic data processing systems,Inactive,,Non-ICT,Non-ICT,53,
3857,"Provision of Reservoir, Seal and Fluid Flow Analysis Services Panel",SON957011,Oil and gas data management and processing services,Inactive,,Non-ICT,Non-ICT,53,
3858,Provision of Seismic and Stratigraphic Interpretation Services,SON842331,Earth science services,Inactive,,Non-ICT,Non-ICT,53,
3859,Panel for the Supply of Geophysical Data Loggers Digitisers and Recorders.,SON510452,Electronic hardware and component parts and accessories,Inactive,,Non-ICT,Non-ICT,53,
3860,Provision of Onshore Seismic Reflection Acquisition and Related Services,SON461722,Data services,Inactive,,Non-ICT,Non-ICT,53,
3861,"Optical, Geospatial, Radar and Elevation Supplies and Services (OGRE) Panel",SON355807,Data processing or preparation services,Inactive,,Non-ICT,Non-ICT,53,
3862,Multi-dispicplined professional project services,SON398616,Environmental management,Inactive,,Non-ICT,Non-ICT,53,
3863,Recruitment and labour hire services panel,SON417432,Personnel recruitment,Inactive,,Non-ICT,Non-ICT,53,
3864,Accounting and financial reporting services.,SON723611,Accounting services,Inactive,Withdrawn from Austender (DT 21/11/2013),Non-ICT,Non-ICT,53,
3865,"Development, Delivery and Management of Leadership Programs",SON339015,Education and Training Services,Inactive,,Non-ICT,Non-ICT,53,
3866,Panel of Human Resource Management Service Providers,SON316524,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
3867,Internal Audit Services,SON232486,Internal audits,Inactive,,Non-ICT,Non-ICT,53,
3868,For the provisions of Market Research Services,SON168460,Market research,Inactive,,Non-ICT,Non-ICT,53,
3869,Deed of Standing Offer for Learning and Development Services.,SON479786,Education and Training Services,Inactive,,Non-ICT,Non-ICT,53,
3870,The provision of AS/NZS ISO9001:2008 and AS/NZS ISO 1400:2004 Certifications Services,SON386556,Business administration services,Inactive,,Non-ICT,Non-ICT,53,
3871,Water Resource Management and Ecological Services,SON341060,Environmental management,Inactive,,Non-ICT,Non-ICT,53,
3872,"Provision of monitoring, evaluation and enforcement consultancy services",SON336230,Environmental management,Inactive,,Non-ICT,Non-ICT,53,
3873,Provision of social economic and cultural services,SON331423,Environmental management,Inactive,,Non-ICT,Non-ICT,53,
3874,Provision of Air Travel,SON87202,Commercial aeroplane travel,Inactive,,Non-ICT,Non-ICT,53,
3875,Deed of Standing Offer for the provision of Imported Intravenous Immunoglobulin Products under jurisdictional direct orders.,SON252632,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3876,Supply of Defined Blood Products,SON465925,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,53,
3877,"Provision of Legal Services   - Provision of advice on procedural and substantive issues that arise under the declaration, certification or coverage applications and representation before tribunals and courts in relation to such recommendations and decision.  There may also be a (limited) requirement for general legal advice on matters relevant to the conduct of the Council's National Competition Policy work and the administration of the Council.",SON26821,Legal services,Inactive,,Non-ICT,Non-ICT,53,
3878,Provision of services for the development and presentation of evidence based health advice,SON284658,Technical writing,Inactive,,Non-ICT,Non-ICT,53,
3879,"Photographic Services.  Suppliers on this panel may be required to provide (but not limited to) any or all of the following Services:  (a) photo coverage at media events and launches; (b) medical and hospital shots; (c) medical and scientific instrument shots; (d) group shots; (e) individual shots; and (f) shots of healthy lifestyles.  Suppliers may be required to provide prints of all photos taken as well as a copy on disk, in both high and low resolution (latter suitable for website).",SON243890,Photographic services,Inactive,,Non-ICT,Non-ICT,53,
3880,"Professional writing services.   Suppliers on this panel may be required to provide any or all of the following Services:  Article and publication writing includes carrying out interviews with health-related experts, such as medical researchers and other professionals, followed by writing up the information obtained into plain English articles for the mainstream media and NHMRC's own publications.  Editing: proofreading and rewriting non-technical material, such as annual or other reports, to turn it into accessible, easy-to-read, plain English for the web or for publications.  Speechwriting: crafting speeches for NHMRC's CEO, and possibly for Ministers, from background material sourced from both NHMRC line areas as well as external online sources.",SON243805,Technical writing,Inactive,,Non-ICT,Non-ICT,53,
3881,Conduct investigations of alleged breaches of the Research Involving Human Embryos Act 2002 and the Prohibition of Human Cloning for Reproduction Act 2002.,SON234371,Business intelligence consulting services,Inactive,,Non-ICT,Non-ICT,53,
3882,Provision of catering services for NHMRC's Canberra offices,SON399875,Banquet and catering services,Inactive,,Non-ICT,Non-ICT,53,
3883,Scanning Services,SON197310,Document scanning service,Inactive,,Non-ICT,Non-ICT,53,
3884,Optical Character Recognition (OCR) and Related Services,SON196999,Library or documentation services,Inactive,,Non-ICT,Non-ICT,53,
3885,Graphic production and installation services,SON293470,Layout or graphics editing services,Inactive,,Non-ICT,Non-ICT,53,
3886,Travel Management - Standing Offer with QBT via AGD,SON429817,Travel agents,Inactive,,Non-ICT,Non-ICT,53,
3887,Communication & Media Monitoring Servcies 6 months,SON763321,Telecommunications media services,Inactive,,Non-ICT,Non-ICT,53,
3888,Replacement PPE for NOPSEMA rebrand,SON454544,Clothing,Inactive,,Non-ICT,Non-ICT,53,
3889,Standing Order 2011-12 - Potential prosecution advice and assistance for Investigations,SON448990,Legal services,Inactive,,Non-ICT,Non-ICT,53,
3890,Rental outgoings 2013-14,SON448427,Lease and rental of property or building,Inactive,,Non-ICT,Non-ICT,53,
3891,Standing Order 2013-14 General Insurance cover 2013-14,SON412894,Insurance services for structures and property and possessions,Inactive,,Non-ICT,Non-ICT,53,
3892,Zip under sink boiling/chilled water unit 91240 zip filtration  Single filter to tap  Rental freestanding water cooler attached to maxi flow filtration,SON411891,Building support services,Inactive,,Non-ICT,Non-ICT,53,
3893,Courier charges 2011-12,SON410712,Postal and small parcel and courier services,Inactive,,Non-ICT,Non-ICT,53,
3894,Courier charges 2011-12 Perth and Melbourne Offices,SON410708,Postal and small parcel and courier services,Inactive,,Non-ICT,Non-ICT,53,
3895,Communication and media monitoring services 2011-12,SON410671,Information services,Inactive,,Non-ICT,Non-ICT,53,
3896,"Rental, car park fees and outgoings 2011-12 493 St Kilda Rd Melbourne",SON410669,Lease and rental of property or building,Inactive,,Non-ICT,Non-ICT,53,
3897,Stationery and consumables 2011-12 - Perth and Melbourne Offices,SON410666,Stationery,Inactive,,Non-ICT,Non-ICT,53,
3898,Taxi fares and service fees 2011-12,SON410664,Taxicab services,Inactive,,Non-ICT,Non-ICT,53,
3899,Postal charges 2013-14 Perth and Melbourne Offices Daily courier pick up 2013-14 Perth Office,SON410663,National postal delivery services,Inactive,,Non-ICT,Non-ICT,53,
3900,Account management fees CSS/PSS and PSSap Contributors 2013-14,SON410662,Management support services,Inactive,,Non-ICT,Non-ICT,53,
3901,"Workers compensation 2011-12  Regulatory Contribution (SRC Act, OHS Act and Variation)",SON410656,Insurance and retirement services,Inactive,,Non-ICT,Non-ICT,53,
3902,Recruitment and advertising 2011-12,SON410654,Advertising,Inactive,,Non-ICT,Non-ICT,53,
3903,Provision of expert consultancy services.,SON213272,Environmental management,Inactive,,Non-ICT,Non-ICT,53,
3904,Process Server Services to all CDPP Offices,SON1112262,Legal services,Inactive,,Non-ICT,Non-ICT,53,
3905,Recruitment Services Panel.,SON354049,Personnel recruitment,Inactive,,Non-ICT,Non-ICT,53,
3906,Learning and Development Panel.,SON354032,Education and Training Services,Inactive,,Non-ICT,Non-ICT,53,
3907,Redesign of content and web pages.,SON218944,Technology activity or resource books,Inactive,,Non-ICT,Non-ICT,53,
3908,Legal Services Panel,SON201384,Legal services,Inactive,,Non-ICT,Non-ICT,53,
3909,Internal Audit Services.,SON435994,Audit services,Inactive,,Non-ICT,Non-ICT,53,
3910,Service Agreement for Air Conditioning System,SON266472,Plumbing and heating and air conditioning,Inactive,,Non-ICT,Non-ICT,53,
3911,Provision of Internal Audit Services,SON251120,Audit services,Inactive,,Non-ICT,Non-ICT,53,
3912,Salary Packaging Services,SON302966,Public administration and finance services,Inactive,,Non-ICT,Non-ICT,53,
3913,OCCASIONAL HERITAGE AND CONSERVATION SERVICES.    Standing offer extended under provision of deed by letter.,SON169953,Cultural heritage preservation or promotion services,Inactive,,Non-ICT,Non-ICT,53,
3914,Digital Marketing Services,SON359544,Marketing and distribution,Inactive,,Non-ICT,Non-ICT,53,
3915,Provision of Recording and Transcription Services,SON932331,Transcribing services,Inactive,,Non-ICT,Non-ICT,53,
3916,Provision of legal services - litigation,SON505331,Legal services,Inactive,,Non-ICT,Non-ICT,53,
3917,Provision of legal services to the Determining Authority,SON505351,Legal services,Inactive,,Non-ICT,Non-ICT,53,
3918,Photographic services for coin and packaging,SON308509,Photographic services,Inactive,,Non-ICT,Non-ICT,53,
3919,Guarding services,SON245917,Security surveillance and detection,Inactive,,Non-ICT,Non-ICT,53,
3920,Sales contract,SON196388,Direct sales services,Inactive,,Non-ICT,Non-ICT,53,
3921,Freight,SON179378,Freight forwarders services,Inactive,,Non-ICT,Non-ICT,53,
3922,Supply of packaging,SON161827,Packaging boxes and bags and pouches,Inactive,,Non-ICT,Non-ICT,53,
3923,Occupational Health and Safety (OHS) and Workers' Compensation Expert Panel.,SON288765,Occupational health or safety services,Inactive,,Non-ICT,Non-ICT,53,
3924,Assessment of Technical Information and/or Performance Evaluation of In-vitro Diagnostic Medical Devices (IVDs),SON345791,Safety or risk analysis,Inactive,,Non-ICT,Non-ICT,53,
3925,Panel member for the provision of Legal Services.,SON35884,Legal services,Inactive,,Non-ICT,Non-ICT,53,
3926,Internal Audit Services,SON236079,Audit services,Inactive,,Non-ICT,Non-ICT,53,
3927,Internal Audit Services,SON842201,Internal audits,Inactive,,Non-ICT,Non-ICT,53,
3928,Australian PR Agency Panel Tender 2011 - 2014,SON418006,Public relation services,Inactive,,Non-ICT,Non-ICT,53,
3929,Coordination of media and opinion leader hosting programs,SON418005,Telecommunications media services,Inactive,,Non-ICT,Non-ICT,53,
3930,Market Research Panel,SON415320,Market research,Inactive,,Non-ICT,Non-ICT,53,
3931,Security Equipment and Maintenance Panel,SON1256071,Security and personal safety,Inactive,,Uncategorised,Uncategorised,53,
3932,Provison of Electrical Office Machines,SON1243681,Office machines and their supplies and accessories,Inactive,,Uncategorised,Uncategorised,53,
3933,Integrated Communication services - Low Aromatic Fuel Roll-out.,SON1247291,Public relation services,Inactive,,Non-ICT,Non-ICT,53,
3934,Security advisory services,SON1252131,Security and personal safety,Inactive,,Non-ICT,Non-ICT,53,
3935,Contract Financial Statement Auditors,SON1257871,Audit services,Inactive,,Non-ICT,Non-ICT,53,
3936,Disposal of Aircraft parts,SON1280321,Military fixed wing aircraft,Inactive,,Non-ICT,Non-ICT,53,
3937,Provision of Foodstufs to the Australian Defence Force,SON1273301,Food and Beverage Products,Inactive,ATM ID: GEBS/Foodstuffs/2012,Non-ICT,Non-ICT,53,
3938,The Project Adivory and Management Services Panel,SON1254181,Project management,Inactive,,Non-ICT,Non-ICT,53,
3939,Vacation Care Program,SON1296311,Business administration services,Inactive,,Non-ICT,Non-ICT,53,
3940,Panel for Transcription Services,SON1295121,Transcribing services,Inactive,,Non-ICT,Non-ICT,53,
3941,"Deed of standing offer for Benchmark, Tracking and Evaluation Research for NBN Metro Public Information and Awareness Campaign",SON1291291,Market research,Inactive,,Non-ICT,Non-ICT,53,
3942,Legal Services parcelling arrangements under the Legal Services MUL - Government and Administrative Law and related Dispute Resolution and Litigation,SON1295611,Legal services,Inactive,,Non-ICT,Non-ICT,53,
3943,Legal Services parcelling arrangements under the Legal Services MUL &ndash; Corporate and Commercial,SON1295651,Legal services,Inactive,,Non-ICT,Non-ICT,53,
3944,Standing offer for Major Office Machines for the OTA's MFD requirements,SON1326151,Office machines and their supplies and accessories,Active,,Hardware,Printer and Printer Services,8,
3945,Working with Indigenous Interpreters,SON1323581,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,
3946,Provision of Security Hardware.,SON1317271,Locks and security hardware and accessories,Inactive,,Non-ICT,Non-ICT,52,
3947,Provision of the Department of Health and Ageing Staff Influenza Vaccination Program,SON1315631,Disease prevention and control,Inactive,,Non-ICT,Non-ICT,52,
3948,Next Generation Desktop (NGD) Solution,SON1358961,Software or hardware engineering,Active,,IT Services,Uncategorised,17,
3949,Provision of Assessment and Coordination Services under Veterans' Home Care Program,SON1358741,Individual health screening and assessment services,Inactive,,Non-ICT,Non-ICT,52,
3950,Office machine and their supplies and accessories,SON1355521,Office machines and their supplies and accessories,Active,,Hardware,Printer and Printer Services,8,
3951,Train the Trainer for Investigative Interviewing Programs,SON1354331,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,
3952,Creative services for Medicare Campaign,SON1352681,Promotional or advertising printing,Inactive,,Non-ICT,Non-ICT,52,
3953,"Panel of experts for Greenhouse Gas Inventory and Measurement, Reporting and Verification Systems and Processes  Category One:    Stakeholder Management and Engagement  Category Two:    Delivery of subject matter expertise, advice and support in regards to Industry and/or Sector Knowledge and Experience  Category Three:  Technical Knowledge and Experience in Land Sector GHG MRV and Inventory Compiling",SON1345451,Environmental management,Inactive,,Non-ICT,Non-ICT,52,
3954,SEA1000 Integrated Project Team Standing Offer,SON1345131,Feasibility studies or screening of project ideas,Inactive,,Non-ICT,Non-ICT,52,
3955,Provision of advice pertaining to international trade and investment agreements,SON1341641,Strategic planning consultation services,Inactive,,Non-ICT,Non-ICT,52,
3956,Domestic and International Stand Construction,SON1311411,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,52,
3957,Domestic and International travel,SON1338981,Travel agents,Inactive,,Non-ICT,Non-ICT,52,
3958,Freight and Courier services.,SON1332551,Freight forwarders services,Inactive,,Non-ICT,Non-ICT,52,
3959,Administration and Delivery of Apprentice to Business Owner Program (AtoB Program),SON1328331,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
3960,Standing Offer arrangement for the provision of goods and maintenance services in support of GETAC laptop computers and ancillary items,SON1078692,Computer Equipment and Accessories,Active,,Hardware,Laptop,4,
3961,Provision of services related to the Digital Satellite Subsidy Scheme (Early Switchover Metropolitan - Tasmania),SON1375301,Project administration or planning,Inactive,,Non-ICT,Non-ICT,52,
3962,Serial publications and related services,SON1370401,Library or documentation services,Inactive,ATM ID: RFT 1213-102,Non-ICT,Non-ICT,52,
3963,Catering for Large Scale Conferences at NHMRC's Canberra Office,SON1367451,Banquet and catering services,Inactive,,Non-ICT,Non-ICT,52,
3964,Supply Liquefied Petroleum Gas to Defence establishments in the Northern Territory,SON1366261,Oil and gas utilities,Inactive,,Non-ICT,Non-ICT,52,
3965,Provision of application implementation services.,SON1391511,Application implementation services,Active,,IT Services,SI Services,17,
3966,Evaluation of the 2013 Medicare Campaign,SON1374651,Market research,Inactive,,Non-ICT,Non-ICT,52,
3967,Relocation and Removal Services,SON1380121,Relocation services,Inactive,,Non-ICT,Non-ICT,52,
3968,Sea Lift transport Services,SON1412381,Marine transport,Inactive,ATM ID: RFT SLB/12/001,Non-ICT,Non-ICT,52,
3969,Relocation Management and Removal Services for National Office.,SON1312641,Relocation services,Inactive,,Non-ICT,Non-ICT,52,
3970,Provision of Walk-through Scanners at Parliament House,SON1409851,Scanners,Inactive,,Non-ICT,Non-ICT,52,
3971,In accordance with light light weight support contract 4500651142 this standing offer is raised in accordance under para 3.17 procurement of spares.,SON1399001,Motor vehicles,Inactive,,Non-ICT,Non-ICT,52,
3972,Provision of services related to HAS and SSS (Melbourne),SON1396651,Project administration or planning,Inactive,,Non-ICT,Non-ICT,52,
3973,Provision of services related to HAS and SSS (Sydney),SON1396611,Project administration or planning,Inactive,,Non-ICT,Non-ICT,52,
3974,"Standing offer arrangement with one supplier for the provision of goods, maintenance services and ad hoc support services for the advanced Harpoon Weapon System (AHWCS) fitted to ANZAC Class Frigates",SON1250781,Launchers,Inactive,,Non-ICT,Non-ICT,52,
3975,1311777 - Provision of Intra Government Communications Network (ICON) - Memorandum of Understanding (MOU),SON1405231,Telecommunications media services,Inactive,,Uncategorised,Uncategorised,52,
3976,"For supply of Cloth, Flannel, Cotton, Plain to clean specific Military Equipment.",SON1431092,Fibres and textiles and fabric industries,Inactive,,Non-ICT,Non-ICT,52,
3977,Provision of interpreter and translator services,SON1429102,Interpreters,Inactive,,Non-ICT,Non-ICT,52,
3978,Hardware Acquisition and Maintenance,SON1429612,Computer hardware maintenance or support,Active,,Hardware,Uncategorised,46,
3979,Audit and Fraud Services has one primary service provider and one secondary service provider.,SON1429142,Audit services,Inactive,ATM ID: FaHCSIA70000469,Non-ICT,Non-ICT,52,
3980,Comcover Legal Services Parcelling Arrangement (CLSPA),SON1428752,Legal services,Inactive,,Non-ICT,Non-ICT,52,
3981,Development and Distribution of Aboriginal and Torres Strait Islander Communication for the Aged Care Complaints Scheme,SON1405971,Public relation services,Inactive,,Non-ICT,Non-ICT,52,
3982,Provision of research services in relation to Constitutional Recognition of Local Government,SON1426051,Market research,Inactive,,Non-ICT,Non-ICT,52,
3983,"Provision of Servers, Storage and Ancillary Equipment.",SON1425291,Computer servers,Active,,Hardware,Uncategorised,46,
3984,FOR THE SUPPLY OF DIGITAL METEOROLOGICAL BAROMETERS UNDER A STANDING OFFER ARRANGEMENT,SON1452362,Measuring and observing and testing instruments,Inactive,,Non-ICT,Non-ICT,52,
3985,"Record storage, retrieval, sentencing, destruction and related services.",SON1450632,File archive storage,Inactive,ATM ID: 06/190-01,Non-ICT,Non-ICT,52,
3986,Advisory Services in Clinical Haematology,SON1435242,Health administration services,Inactive,ATM ID: DoHA/175/1213,Non-ICT,Non-ICT,52,
3987,Standing Offer for the provision of Office Machines and their suppliers and accessories under mandatory DOFD MOM panel Head Agreement,SON1445572,Office machines and their supplies and accessories,Active,,Hardware,Printer and Printer Services,8,
3988,"Benchmarking, tracking and evaluative research services",SON1436672,Market research,Inactive,,Non-ICT,Non-ICT,52,
3989,Procurement Assistance Services Program,SON1433712,Professional procurement services,Inactive,,Non-ICT,Non-ICT,52,
3990,Panel of providers for the provision of Learning and Change Services,SON1475351,Education and Training Services,Inactive,,Uncategorised,Uncategorised,52,
3991,First Aid Training,SON1473701,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,
3992,"AD HOC Building, Electrical and Hydraulic Maintenance Panel",SON1468742,General building and office cleaning and maintenance services,Inactive,,Non-ICT,Non-ICT,52,
